"","fraction","units","seg_id","interpreted_qualifiers","site_id","quantitation_limit","data_provider","sample_id","date","value","validator_qualifiers","depth","info_type","parameter"
"5042","total","ph units","1306-0038","","13-WALK-44.4",NA,NA,"13-WALK-44.4_20190918",2019-09-18,7.7,NA,NA,NA,"ph"
"5043","total","ph units","1306-0038","","13-WALK-44.4",NA,NA,"13-WALK-44.4_20191015",2019-10-15,7.67,NA,NA,NA,"ph"
"5044","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20190724",2019-07-24,7.76,NA,NA,NA,"ph"
"5045","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20190808",2019-08-08,8.24,NA,NA,NA,"ph"
"5046","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20190814",2019-08-14,8.33,NA,NA,NA,"ph"
"5047","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20190917",2019-09-17,8.28,NA,NA,NA,"ph"
"5048","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20191015",2019-10-15,8.04,NA,NA,NA,"ph"
"5049","total","ph units","1306-0039","","13-SWAK-1.7",NA,NA,"13-SWAK-1.7_20180710",2018-07-10,7.9,NA,NA,NA,"ph"
"5050","total","ph units","1306-0039","","13-SWAK-1.7",NA,NA,"13-SWAK-1.7_20191015",2019-10-15,7.42,NA,NA,NA,"ph"
"5051","total","ph units","1306-0048","","13-GUNK-40.3",NA,NA,"13-GUNK-40.3_20180711",2018-07-11,7.49,NA,NA,NA,"ph"
"5052","total","ph units","1306-0048","","13-GUNK-40.3",NA,NA,"13-GUNK-40.3_20180725",2018-07-25,8.48,NA,NA,NA,"ph"
"5053","total","ph units","1306-0048","","13-GUNK-40.3",NA,NA,"13-GUNK-40.3_20180816",2018-08-16,8.9,NA,NA,NA,"ph"
"5054","total","ph units","1306-0048","","13-GUNK-40.3",NA,NA,"13-GUNK-40.3_20180827",2018-08-27,7.2,NA,NA,NA,"ph"
"5055","total","ph units","1306-0048","","13-GUNK-40.3",NA,NA,"13-GUNK-40.3_20180905",2018-09-05,8.89,NA,NA,NA,"ph"
"5056","total","ph units","1306-0074","","13-MONH-4.1",NA,NA,"13-MONH-4.1_20180827",2018-08-27,8,NA,NA,NA,"ph"
"5057","total","ph units","1306-0074","","13-MONH-4.1",NA,NA,"13-MONH-4.1_20180905",2018-09-05,7.68,NA,NA,NA,"ph"
"5058","total","ph units","1306-0074","","13-MONH-4.1",NA,NA,"13-MONH-4.1_20181003",2018-10-03,7.67,NA,NA,NA,"ph"
"5059","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20020912",2002-09-12,7.6,NA,NA,NA,"ph"
"5060","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20180710",2018-07-10,8.24,NA,NA,NA,"ph"
"5061","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20180724",2018-07-24,8.44,NA,NA,NA,"ph"
"5062","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20180815",2018-08-15,8.39,NA,NA,NA,"ph"
"5063","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20180827",2018-08-27,8.18,NA,NA,NA,"ph"
"5064","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20180906",2018-09-06,8.27,NA,NA,NA,"ph"
"5065","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20181002",2018-10-02,7.88,NA,NA,NA,"ph"
"5066","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20190626",2019-06-26,8.07,NA,NA,NA,"ph"
"5067","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20190723",2019-07-23,8.23,NA,NA,NA,"ph"
"5068","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20190808",2019-08-08,8,NA,NA,NA,"ph"
"5069","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20190814",2019-08-14,8.09,NA,NA,NA,"ph"
"5070","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20190917",2019-09-17,8.2,NA,NA,NA,"ph"
"5071","total","ph units","1306-0044","","13-PKIL-0.4",NA,NA,"13-PKIL-0.4_20191015",2019-10-15,7.82,NA,NA,NA,"ph"
"5072","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_19940908",1994-09-08,8.1,NA,NA,NA,"ph"
"5073","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_19970918",1997-09-18,8.7,NA,NA,NA,"ph"
"5074","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20020910",2002-09-10,8.23,NA,NA,NA,"ph"
"5075","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20030826",2003-08-26,8.3,NA,NA,NA,"ph"
"5076","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20070828",2007-08-28,8.7,NA,NA,NA,"ph"
"5077","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20070913",2007-09-13,7.8,NA,NA,NA,"ph"
"5078","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20170803",2017-08-03,8.32,NA,NA,NA,"ph"
"5079","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20180710",2018-07-10,8.32,NA,NA,NA,"ph"
"5080","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20180724",2018-07-24,8.63,NA,NA,NA,"ph"
"5081","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20180815",2018-08-15,7.82,NA,NA,NA,"ph"
"5082","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20180827",2018-08-27,8.44,NA,NA,NA,"ph"
"5083","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20180906",2018-09-06,8.39,NA,NA,NA,"ph"
"5084","total","ph units","1306-0045","","13-GUNK-0.4",NA,NA,"13-GUNK-0.4_20181002",2018-10-02,8.2,NA,NA,NA,"ph"
"5085","total","ph units","1306-0047","","13-GUNK-37.7",NA,NA,"13-GUNK-37.7_20180725",2018-07-25,8.1,NA,NA,NA,"ph"
"5086","total","ph units","1306-0047","","13-GUNK-37.7",NA,NA,"13-GUNK-37.7_20180816",2018-08-16,7.6,NA,NA,NA,"ph"
"5087","total","ph units","1306-0047","","13-GUNK-37.7",NA,NA,"13-GUNK-37.7_20180827",2018-08-27,7.6,NA,NA,NA,"ph"
"5088","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20180710",2018-07-10,7.52,NA,NA,NA,"ph"
"5089","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20180724",2018-07-24,8.03,NA,NA,NA,"ph"
"5090","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20180815",2018-08-15,7.56,NA,NA,NA,"ph"
"5091","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20180827",2018-08-27,7.7,NA,NA,NA,"ph"
"5092","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20180906",2018-09-06,7.69,NA,NA,NA,"ph"
"5093","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20181002",2018-10-02,8.04,NA,NA,NA,"ph"
"5094","total","ph units","1306-0068","","13-TINW-0.5",NA,NA,"13-TINW-0.5_20190625",2019-06-25,7.69,NA,NA,NA,"ph"
"5095","total","ph units","1306-0047","","13-GUNK-37.7",NA,NA,"13-GUNK-37.7_20180711",2018-07-11,7.58,NA,NA,NA,"ph"
"5096","total","ph units","1306-0047","","13-GUNK-37.7",NA,NA,"13-GUNK-37.7_20180905",2018-09-05,7.67,NA,NA,NA,"ph"
"5097","total","ph units","1306-0047","","13-GUNK-37.7",NA,NA,"13-GUNK-37.7_20181003",2018-10-03,7.84,NA,NA,NA,"ph"
"5098","total","ph units","1306-0047","","13-GUNK_T35-0.2",NA,NA,"13-GUNK_T35-0.2_20180711",2018-07-11,7.67,NA,NA,NA,"ph"
"5099","total","ph units","1306-0047","","13-GUNK_T35-0.2",NA,NA,"13-GUNK_T35-0.2_20180725",2018-07-25,8.01,NA,NA,NA,"ph"
"5100","total","ph units","1306-0047","","13-GUNK_T35-0.2",NA,NA,"13-GUNK_T35-0.2_20180816",2018-08-16,8.1,NA,NA,NA,"ph"
"5101","total","ph units","1306-0047","","13-GUNK_T35-0.2",NA,NA,"13-GUNK_T35-0.2_20180827",2018-08-27,7.3,NA,NA,NA,"ph"
"5102","total","ph units","1306-0047","","13-GUNK_T35-0.2",NA,NA,"13-GUNK_T35-0.2_20180905",2018-09-05,7.8,NA,NA,NA,"ph"
"5103","total","ph units","1306-0047","","13-GUNK_T35-0.2",NA,NA,"13-GUNK_T35-0.2_20181003",2018-10-03,7.79,NA,NA,NA,"ph"
"5104","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20180711",2018-07-11,7.6,NA,NA,NA,"ph"
"5105","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20180725",2018-07-25,7.37,NA,NA,NA,"ph"
"5106","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20180815",2018-08-15,7.35,NA,NA,NA,"ph"
"5107","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20180724",2018-07-24,7.62,NA,NA,NA,"ph"
"5108","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20180814",2018-08-14,7.43,NA,NA,NA,"ph"
"5109","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20180828",2018-08-28,7.3,NA,NA,NA,"ph"
"5110","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20191016",2019-10-16,7.75,NA,NA,NA,"ph"
"5111","total","ph units","1306-0048","","13-GUNK-40.3",NA,NA,"13-GUNK-40.3_20181003",2018-10-03,8.08,NA,NA,NA,"ph"
"5112","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20180828",2018-08-28,7.4,NA,NA,NA,"ph"
"5113","total","ph units","1306-0061","","13-RIOG-0.7",NA,NA,"13-RIOG-0.7_20180711",2018-07-11,8.04,NA,NA,NA,"ph"
"5114","total","ph units","1306-0061","","13-RIOG-0.7",NA,NA,"13-RIOG-0.7_20180725",2018-07-25,7.22,NA,NA,NA,"ph"
"5115","total","ph units","1306-0061","","13-RIOG-0.7",NA,NA,"13-RIOG-0.7_20180814",2018-08-14,7.28,NA,NA,NA,"ph"
"5116","total","ph units","1306-0061","","13-RIOG-0.7",NA,NA,"13-RIOG-0.7_20180828",2018-08-28,7.36,NA,NA,NA,"ph"
"5117","total","ph units","1306-0061","","13-RIOG-0.7",NA,NA,"13-RIOG-0.7_20180906",2018-09-06,7.6,NA,NA,NA,"ph"
"5118","total","ph units","1306-0061","","13-RIOG-0.7",NA,NA,"13-RIOG-0.7_20181004",2018-10-04,7.19,NA,NA,NA,"ph"
"5119","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20170802",2017-08-02,7.6,NA,NA,NA,"ph"
"5120","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20180905",2018-09-05,7.7,NA,NA,NA,"ph"
"5121","total","ph units","1306-0062","","13-DWAR-2.0",NA,NA,"13-DWAR-2.0_20190724",2019-07-24,7.75,NA,NA,NA,"ph"
"5122","total","ph units","1306-0062","","13-DWAR-2.0",NA,NA,"13-DWAR-2.0_20190814",2019-08-14,7.61,NA,NA,NA,"ph"
"5123","total","ph units","1306-0062","","13-DWAR-2.0",NA,NA,"13-DWAR-2.0_20190917",2019-09-17,7.84,NA,NA,NA,"ph"
"5124","total","ph units","1306-0062","","13-DWAR-2.0",NA,NA,"13-DWAR-2.0_20191015",2019-10-15,7.48,NA,NA,NA,"ph"
"5125","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20190815",2019-08-15,7.78,NA,NA,NA,"ph"
"5126","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20180906",2018-09-06,7.5,NA,NA,NA,"ph"
"5127","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20190808",2019-08-08,7.9,NA,NA,NA,"ph"
"5128","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20190918",2019-09-18,7.91,NA,NA,NA,"ph"
"5129","total","ph units","1306-0072","","13-MASO-0.2",NA,NA,"13-MASO-0.2_20180827",2018-08-27,7.97,NA,NA,NA,"ph"
"5130","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20190625",2019-06-25,7.51,NA,NA,NA,"ph"
"5131","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20190724",2019-07-24,7.37,NA,NA,NA,"ph"
"5132","total","ph units","1306-0072","","13-MASO-0.2",NA,NA,"13-MASO-0.2_20181004",2018-10-04,7.91,NA,NA,NA,"ph"
"5133","total","ph units","1306-0072","","13-MASO-0.2",NA,NA,"13-MASO-0.2_20180906",2018-09-06,8,NA,NA,NA,"ph"
"5134","total","ph units","1306-0078","","13-POCH-1.8",NA,NA,"13-POCH-1.8_20181003",2018-10-03,7.14,NA,NA,NA,"ph"
"5135","total","ph units","1306-0061","","13-WCHEE-0.6",NA,NA,"13-WCHEE-0.6_20181004",2018-10-04,7.21,NA,NA,NA,"ph"
"5136",NA,"ph units","1306-0061","","13-WCHEE-0.6",NA,"AE","13-WCHEE-0.6_20170919",2017-09-19,8.28,"0",NA,NA,"ph"
"5137",NA,"ph units","1306-0061","","13-WCHEE-0.6",NA,"AE","13-WCHEE-0.6_20171011",2017-10-11,7.41,"0",NA,NA,"ph"
"5138",NA,"ph units","1306-0061","","13-WCHEE-0.6",NA,"AE","13-WCHEE-0.6_20170906",2017-09-06,7.72,"0",NA,NA,"ph"
"5139",NA,"ph units","1306-0061","","13-WCHEE-0.6",NA,"AE","13-WCHEE-0.6_20170719",2017-07-19,7.72,"0",NA,NA,"ph"
"5140",NA,"ph units","1306-0061","","13-WCHEE-0.6",NA,"AE","13-WCHEE-0.6_20170801",2017-08-01,7.63,"0",NA,NA,"ph"
"5141",NA,"ph units","1306-0027","","13-WALK-2.1",NA,"AE","13-WALK-2.1_20170920",2017-09-20,8.26,"0",NA,NA,"ph"
"5142",NA,"ph units","1306-0027","","13-WALK-2.1",NA,"AE","13-WALK-2.1_20171012",2017-10-12,7.63,"0",NA,NA,"ph"
"5143",NA,"ph units","1306-0027","","13-WALK-2.1",NA,"AE","13-WALK-2.1_20170907",2017-09-07,8.05,"0",NA,NA,"ph"
"5144",NA,"ph units","1306-0027","","13-WALK-2.1",NA,"AE","13-WALK-2.1_20170802",2017-08-02,8.79,"0",NA,NA,"ph"
"5145",NA,"ph units","1306-0038","","13-WALK-22.8",NA,"AE","13-WALK-22.8_20170920",2017-09-20,8.36,"0",NA,NA,"ph"
"5146",NA,"ph units","1306-0038","","13-WALK-22.8",NA,"AE","13-WALK-22.8_20171012",2017-10-12,7.96,"0",NA,NA,"ph"
"5147",NA,"ph units","1306-0038","","13-WALK-22.8",NA,"AE","13-WALK-22.8_20170907",2017-09-07,8.12,"0",NA,NA,"ph"
"5148",NA,"ph units","1306-0038","","13-WALK-22.8",NA,"AE","13-WALK-22.8_20170720",2017-07-20,8.08,"0",NA,NA,"ph"
"5149",NA,"ph units","1306-0038","","13-WALK-22.8",NA,"AE","13-WALK-22.8_20170802",2017-08-02,8.58,"0",NA,NA,"ph"
"5150",NA,"ph units","1306-0038","","13-WALK-26.9",NA,"AE","13-WALK-26.9_20170920",2017-09-20,8.24,"0",NA,NA,"ph"
"5151",NA,"ph units","1306-0038","","13-WALK-26.9",NA,"AE","13-WALK-26.9_20171012",2017-10-12,7.83,"0",NA,NA,"ph"
"5152",NA,"ph units","1306-0038","","13-WALK-26.9",NA,"AE","13-WALK-26.9_20170907",2017-09-07,8.02,"0",NA,NA,"ph"
"5153",NA,"ph units","1306-0038","","13-WALK-26.9",NA,"AE","13-WALK-26.9_20170720",2017-07-20,7.91,"0",NA,NA,"ph"
"5154",NA,"ph units","1306-0038","","13-WALK-26.9",NA,"AE","13-WALK-26.9_20170802",2017-08-02,7.97,"0",NA,NA,"ph"
"5155",NA,"ph units","1306-0038","","13-WALK-29.9",NA,"AE","13-WALK-29.9_20170920",2017-09-20,8.11,"0",NA,NA,"ph"
"5156",NA,"ph units","1306-0038","","13-WALK-29.9",NA,"AE","13-WALK-29.9_20171011",2017-10-11,7.8,"0",NA,NA,"ph"
"5157",NA,"ph units","1306-0038","","13-WALK-29.9",NA,"AE","13-WALK-29.9_20170907",2017-09-07,8.06,"0",NA,NA,"ph"
"5158",NA,"ph units","1306-0038","","13-WALK-29.9",NA,"AE","13-WALK-29.9_20170720",2017-07-20,7.78,"0",NA,NA,"ph"
"5159",NA,"ph units","1306-0038","","13-WALK-29.9",NA,"AE","13-WALK-29.9_20170802",2017-08-02,7.96,"0",NA,NA,"ph"
"5160",NA,"ph units","1306-0038","","13-WALK-35.6",NA,"AE","13-WALK-35.6_20170919",2017-09-19,7.92,"0",NA,NA,"ph"
"5161",NA,"ph units","1306-0038","","13-WALK-35.6",NA,"AE","13-WALK-35.6_20171011",2017-10-11,7.73,"0",NA,NA,"ph"
"5162",NA,"ph units","1306-0038","","13-WALK-35.6",NA,"AE","13-WALK-35.6_20170906",2017-09-06,8.02,"0",NA,NA,"ph"
"5163",NA,"ph units","1306-0038","","13-WALK-35.6",NA,"AE","13-WALK-35.6_20170720",2017-07-20,7.71,"0",NA,NA,"ph"
"5164",NA,"ph units","1306-0038","","13-WALK-35.6",NA,"AE","13-WALK-35.6_20170801",2017-08-01,7.95,"0",NA,NA,"ph"
"5165",NA,"ph units","1306-0045","","13-GUNK-0.4",NA,"AE","13-GUNK-0.4_20170907",2017-09-07,8.11,"0",NA,NA,"ph"
"5166",NA,"ph units","1306-0045","","13-GUNK-0.4",NA,"AE","13-GUNK-0.4_20170802",2017-08-02,7.91,"0",NA,NA,"ph"
"5167",NA,"ph units","1306-0045","","13-WALK-19.0",NA,"AE","13-WALK-19.0_20170920",2017-09-20,8.19,"0",NA,NA,"ph"
"5168",NA,"ph units","1306-0045","","13-WALK-19.0",NA,"AE","13-WALK-19.0_20171012",2017-10-12,8.21,"0",NA,NA,"ph"
"5169",NA,"ph units","1306-0045","","13-WALK-19.0",NA,"AE","13-WALK-19.0_20170907",2017-09-07,8.18,"0",NA,NA,"ph"
"5170",NA,"ph units","1306-0045","","13-WALK-19.0",NA,"AE","13-WALK-19.0_20170720",2017-07-20,8.4,"0",NA,NA,"ph"
"5171",NA,"ph units","1306-0017","","13-WALK-46.6",NA,"AE","13-WALK-46.6_20170919",2017-09-19,7.86,"0",NA,NA,"ph"
"5172",NA,"ph units","1306-0017","","13-WALK-46.6",NA,"AE","13-WALK-46.6_20171011",2017-10-11,7.69,"0",NA,NA,"ph"
"5173",NA,"ph units","1306-0017","","13-WALK-46.6",NA,"AE","13-WALK-46.6_20170906",2017-09-06,7.94,"0",NA,NA,"ph"
"5174",NA,"ph units","1306-0017","","13-WALK-46.6",NA,"AE","13-WALK-46.6_20170719",2017-07-19,7.93,"0",NA,NA,"ph"
"5175",NA,"ph units","1306-0017","","13-WALK-46.6",NA,"AE","13-WALK-46.6_20170801",2017-08-01,7.87,"0",NA,NA,"ph"
"5176",NA,"ph units","1306-0017","","13-WALK-60.1",NA,"AE","13-WALK-60.1_20170919",2017-09-19,7.81,"0",NA,NA,"ph"
"5177",NA,"ph units","1306-0017","","13-WALK-60.1",NA,"AE","13-WALK-60.1_20171011",2017-10-11,7.6,"0",NA,NA,"ph"
"5178",NA,"ph units","1306-0017","","13-WALK-60.1",NA,"AE","13-WALK-60.1_20170906",2017-09-06,7.81,"0",NA,NA,"ph"
"5179",NA,"ph units","1306-0017","","13-WALK-60.1",NA,"AE","13-WALK-60.1_20170719",2017-07-19,7.7,"0",NA,NA,"ph"
"5180",NA,"ph units","1306-0017","","13-WALK-60.1",NA,"AE","13-WALK-60.1_20170801",2017-08-01,7.78,"0",NA,NA,"ph"
"5181",NA,"ph units","1306-0042","","13-WKLEI-0.6",NA,"AE","13-WKLEI-0.6_20171012",2017-10-12,7.54,"0",NA,NA,"ph"
"5182",NA,"ph units","1306-0042","","13-WKLEI-0.6",NA,"AE","13-WKLEI-0.6_20170920",2017-09-20,7.7,"0",NA,NA,"ph"
"5183",NA,"ph units","1306-0042","","13-WKLEI-0.6",NA,"AE","13-WKLEI-0.6_20170802",2017-08-02,7.66,"0",NA,NA,"ph"
"5184",NA,"ph units","1306-0042","","13-WKLEI-0.6",NA,"AE","13-WKLEI-0.6_20170907",2017-09-07,7.96,"0",NA,NA,"ph"
"5185",NA,"ph units","1306-0042","","13-WKLEI-0.6",NA,"AE","13-WKLEI-0.6_20170720",2017-07-20,7.56,"0",NA,NA,"ph"
"5186",NA,"ph units","1306-0025","","13-QKER-0.9",NA,"AE","13-QKER-0.9_20170919",2017-09-19,7.82,"0",NA,NA,"ph"
"5187",NA,"ph units","1306-0025","","13-QKER-0.9",NA,"AE","13-QKER-0.9_20171011",2017-10-11,7.6,"0",NA,NA,"ph"
"5188",NA,"ph units","1306-0025","","13-QKER-0.9",NA,"AE","13-QKER-0.9_20170906",2017-09-06,7.75,"0",NA,NA,"ph"
"5189",NA,"ph units","1306-0025","","13-QKER-0.9",NA,"AE","13-QKER-0.9_20170719",2017-07-19,7.82,"0",NA,NA,"ph"
"5190",NA,"ph units","1306-0025","","13-QKER-0.9",NA,"AE","13-QKER-0.9_20170801",2017-08-01,8,"0",NA,NA,"ph"
"5191",NA,"ph units","1306-0074","","13-MONH-0.4",NA,"AE","13-MONH-0.4_20170919",2017-09-19,7.82,"0",NA,NA,"ph"
"5192",NA,"ph units","1306-0074","","13-MONH-0.4",NA,"AE","13-MONH-0.4_20171011",2017-10-11,7.94,"0",NA,NA,"ph"
"5193",NA,"ph units","1306-0074","","13-MONH-0.4",NA,"AE","13-MONH-0.4_20170906",2017-09-06,8.01,"0",NA,NA,"ph"
"5194",NA,"ph units","1306-0074","","13-MONH-0.4",NA,"AE","13-MONH-0.4_20170719",2017-07-19,8.46,"0",NA,NA,"ph"
"5195",NA,"ph units","1306-0074","","13-MONH-0.4",NA,"AE","13-MONH-0.4_20170801",2017-08-01,8.18,"0",NA,NA,"ph"
"5196",NA,"ph units","1306-0074","","13-MONH-4.1",NA,"AE","13-MONH-4.1_20170726",2017-07-26,8.16,"0",NA,NA,"ph"
"5197",NA,"ph units","1306-0045","","13-GUNK-0.4",NA,"AE","13-GUNK-0.4_20171012",2017-10-12,7.76,"0",NA,NA,"ph"
"5198",NA,"ph units","1306-0045","","13-GUNK-0.4",NA,"AE","13-GUNK-0.4_20170720",2017-07-20,8.17,"0",NA,NA,"ph"
"5199","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20180905",2018-09-05,0.0561,"A",NA,NA,"phosphorus"
"5200","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20190626",2019-06-26,0.0371,"A",NA,NA,"phosphorus"
"5201","total","mg/l","1306-0038","","13-WALK-29.9",0.03,"AE","13-WALK-29.9_20170720",2017-07-20,0.293,"0",NA,NA,"phosphorus"
"5202","total","mg/l","1306-0027","","13-WALK-2.1",0.015,"AE","13-WALK-2.1_20170907",2017-09-07,0.137,"0",NA,NA,"phosphorus"
"5203","total","mg/l","1306-0038","","13-WALK-29.9",0.03,"AE","13-WALK-29.9_20170920",2017-09-20,0.181,"0",NA,NA,"phosphorus"
"5204","total","mg/l","1306-0072","","13-MASO-0.2",0.005,"AE","13-MASO-0.2_20181004",2018-10-04,0.0569,"A",NA,NA,"phosphorus"
"5205","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20180711",2018-07-11,0.0754,"A",NA,NA,"phosphorus"
"5206","total","mg/l","1306-0027","","13-WALK-2.1",0.012,"AE","13-WALK-2.1_20171012",2017-10-12,0.152,"0",NA,NA,"phosphorus"
"5207","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20180710",2018-07-10,0.0456,"A",NA,NA,"phosphorus"
"5208","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20190917",2019-09-17,0.0552,"A",NA,NA,"phosphorus"
"5209","total","mg/l","1306-0047","","13-GUNK-37.7",0.005,"AE","13-GUNK-37.7_20180725",2018-07-25,0.0955,"A",NA,NA,"phosphorus"
"5210","total","mg/l","1306-0038","","13-WALK-22.8",0.012,"AE","13-WALK-22.8_20170720",2017-07-20,0.147,"0",NA,NA,"phosphorus"
"5211","total","mg/l","1306-0074","","13-MONH-0.4",0.025,"AE","13-MONH-0.4_20180725",2018-07-25,0.147,"A",NA,NA,"phosphorus"
"5212","total","mg/l","1306-0038","","13-WALK-22.8",0.012,"AE","13-WALK-22.8_20170802",2017-08-02,0.158,"0",NA,NA,"phosphorus"
"5213","total","mg/l","1306-0068","","13-TINW-0.5",0.025,"AE","13-TINW-0.5_20180724",2018-07-24,0.133,"A",NA,NA,"phosphorus"
"5214","total","mg/l","1306-0017","","13-WALK-60.1",0.025,"AE","13-WALK-60.1_20180711",2018-07-11,0.091,"A",NA,NA,"phosphorus"
"5215","total","mg/l","1306-0061","","13-WCHEE-0.6",0.06,"AE","13-WCHEE-0.6_20170906",2017-09-06,1.31,"0",NA,NA,"phosphorus"
"5216","total","mg/l","1306-0038","","13-WALK-29.9",0.025,"AE","13-WALK-29.9_20180711",2018-07-11,0.112,"A",NA,NA,"phosphorus"
"5217","total","mg/l","1306-0068","","13-TINW-0.5",0.005,"AE","13-TINW-0.5_20180710",2018-07-10,0.0987,"A",NA,NA,"phosphorus"
"5218","total","mg/l","1306-0027","","13-WALK-2.1",0.006,"AE","13-WALK-2.1_20170802",2017-08-02,0.111,"0",NA,NA,"phosphorus"
"5219","total","mg/l","1306-0039","","13-SWAK-1.7",0.005,"AE","13-SWAK-1.7_20190814",2019-08-14,0.0372,"A",NA,NA,"phosphorus"
"5220","total","mg/l","1306-0074","","13-MONH-0.4",0.005,"AE","13-MONH-0.4_20180815",2018-08-15,0.096,"A",NA,NA,"phosphorus"
"5221","total","mg/l","1306-0074","","13-MONH-0.4",0.003,"AE","13-MONH-0.4_20170801",2017-08-01,0.0827,"0",NA,NA,"phosphorus"
"5222","total","mg/l","1306-0048","","13-GUNK-40.3",0.005,"AE","13-GUNK-40.3_20180816",2018-08-16,0.055,"A",NA,NA,"phosphorus"
"5223","total","mg/l","1306-0037","","13-WALK-0.8",0.025,"AE","13-WALK-0.8_20180724",2018-07-24,0.118,"A",NA,NA,"phosphorus"
"5224","total","mg/l","1306-0074","","13-MONH-0.4",0.006,"AE","13-MONH-0.4_20171011",2017-10-11,0.0997,"0",NA,NA,"phosphorus"
